,code,name,c_name
1399,600403,*ST大有,煤炭行业
1400,600408,安泰集团,煤炭行业
1401,600508,上海能源,煤炭行业
1402,600546,山煤国际,煤炭行业
1403,600652,游久游戏,煤炭行业
1404,600714,金瑞矿业,煤炭行业
1405,600721,百花村,煤炭行业
1406,600725,ST云维,煤炭行业
1407,600740,山西焦化,煤炭行业
1408,600792,云煤能源,煤炭行业
1409,600971,恒源煤电,煤炭行业
1410,600997,开滦股份,煤炭行业
1411,601001,大同煤业,煤炭行业
1412,601011,宝泰隆,煤炭行业
1413,601015,陕西黑猫,煤炭行业
1414,601088,中国神华,煤炭行业
1415,601101,昊华能源,煤炭行业
1416,601225,陕西煤业,煤炭行业
1417,601666,平煤股份,煤炭行业
1418,601699,潞安环能,煤炭行业
1419,601898,中煤能源,煤炭行业
1420,601918,新集能源,煤炭行业
1421,000034,神州数码,煤炭行业
1422,000552,靖远煤电,煤炭行业
1423,000571,新大洲Ａ,煤炭行业
1424,000723,美锦能源,煤炭行业
1425,000780,*ST平能,煤炭行业
1426,000933,神火股份,煤炭行业
1427,000937,冀中能源,煤炭行业
1428,000968,蓝焰控股,煤炭行业
1429,000983,西山煤电,煤炭行业
1430,002128,露天煤业,煤炭行业
1431,600097,开创国际,农林牧渔
1432,600108,亚盛集团,农林牧渔
1433,600127,金健米业,农林牧渔
1434,600189,吉林森工,农林牧渔
1435,600195,中牧股份,农林牧渔
1436,600251,冠农股份,农林牧渔
1437,600257,大湖股份,农林牧渔
1438,600265,ST景谷,农林牧渔
1439,600275,*ST昌鱼,农林牧渔
1440,600313,农发种业,农林牧渔
1441,600354,敦煌种业,农林牧渔
1442,600359,新农开发,农林牧渔
1443,600371,万向德农,农林牧渔
1444,600438,通威股份,农林牧渔
1445,600467,好当家,农林牧渔
1446,600506,香梨股份,农林牧渔
1447,600540,*ST新赛,农林牧渔
1448,600598,北大荒,农林牧渔
1449,600965,福成股份,农林牧渔
1450,600975,新五丰,农林牧渔
1451,601996,丰林集团,农林牧渔
1452,603609,禾丰牧业,农林牧渔
1453,000048,康达尔,农林牧渔
1454,000061,农 产 品,农林牧渔
1455,000592,平潭发展,农林牧渔
1456,000663,永安林业,农林牧渔
1457,000702,正虹科技,农林牧渔
1458,000713,丰乐种业,农林牧渔
1459,000735,罗 牛 山,农林牧渔
1460,000798,中水渔业,农林牧渔
1461,000876,新 希 望,农林牧渔
1462,000998,隆平高科,农林牧渔
1463,002041,登海种业,农林牧渔
1464,002069,獐子岛,农林牧渔
1465,002086,东方海洋,农林牧渔
1466,002100,天康生物,农林牧渔
1467,002124,天邦股份,农林牧渔
1468,002157,正邦科技,农林牧渔
1469,002173,创新医疗,农林牧渔
1470,002234,民和股份,农林牧渔
1471,002299,圣农发展,农林牧渔
1472,002311,海大集团,农林牧渔
1473,002321,华英农业,农林牧渔
1474,002385,大北农,农林牧渔
1475,002447,壹桥股份,农林牧渔
1476,002458,益生股份,农林牧渔
1477,002477,雏鹰农牧,农林牧渔
1478,002505,大康农业,农林牧渔
1479,002548,金新农,农林牧渔
1480,002567,唐人神,农林牧渔
1481,002679,福建金森,农林牧渔
1482,002696,百洋股份,农林牧渔
1483,002714,牧原股份,农林牧渔
1484,002746,仙坛股份,农林牧渔
1485,300021,大禹节水,农林牧渔
1486,300087,荃银高科,农林牧渔
1487,300094,国联水产,农林牧渔
1488,300106,西部牧业,农林牧渔
1489,300143,星普医科,农林牧渔
1490,300186,大华农,农林牧渔
1491,300189,神农基因,农林牧渔
1492,300268,佳沃股份,农林牧渔
1493,300313,天山生物,农林牧渔
1494,300381,溢多利,农林牧渔
1495,600096,云天化,农药化肥
1496,600226,瀚叶股份,农药化肥
1497,600227,赤天化,农药化肥
1498,600230,沧州大化,农药化肥
1499,600389,江山股份,农药化肥
1500,600423,*ST柳化,农药化肥
1501,600426,华鲁恒升,农药化肥
1502,600470,六国化工,农药化肥
1503,600486,扬农化工,农药化肥
1504,600538,国发股份,农药化肥
1505,600596,新安股份,农药化肥
1506,600691,阳煤化工,农药化肥
1507,600727,鲁北化工,农药化肥
1508,600731,湖南海利,农药化肥
1509,600796,钱江生化,农药化肥
1510,600803,新奥股份,农药化肥
1511,603599,广信股份,农药化肥
1512,000155,*ST川化,农药化肥
1513,000422,湖北宜化,农药化肥
1514,000525,红 太 阳,农药化肥
1515,000553,沙隆达Ａ,农药化肥
1516,000578,盐湖集团,农药化肥
1517,000731,四川美丰,农药化肥
1518,000792,盐湖股份,农药化肥
1519,000830,鲁西化工,农药化肥
1520,000902,新洋丰,农药化肥
1521,000912,泸天化,农药化肥
1522,000950,*ST建峰,农药化肥
1523,000953,*ST河化,农药化肥
1524,002004,华邦健康,农药化肥
1525,002018,华信国际,农药化肥
1526,002113,天润数娱,农药化肥
1527,002170,芭田股份,农药化肥
1528,002215,诺 普 信,农药化肥
1529,002258,利尔化学,农药化肥
1530,002274,华昌化工,农药化肥
1531,002391,长青股份,农药化肥
1532,002470,金正大,农药化肥
1533,002496,辉丰股份,农药化肥
1534,002513,蓝丰生化,农药化肥
1535,002538,司尔特,农药化肥
1536,002539,云图控股,农药化肥
1537,002588,史丹利,农药化肥
1538,002734,利民股份,农药化肥
1539,002749,国光股份,农药化肥
1540,300261,雅本化学,农药化肥
1541,600006,东风汽车,汽车制造
1542,600066,宇通客车,汽车制造
1543,600081,东风科技,汽车制造
1544,600093,易见股份,汽车制造
1545,600104,上汽集团,汽车制造
1546,600148,长春一东,汽车制造
1547,600166,福田汽车,汽车制造
1548,600178,东安动力,汽车制造
1549,600182,S佳通,汽车制造
1550,600213,亚星客车,汽车制造
1551,600303,曙光股份,汽车制造
1552,600335,国机汽车,汽车制造
1553,600375,华菱星马,汽车制造
1554,600418,江淮汽车,汽车制造
1555,600469,风神股份,汽车制造
1556,600480,凌云股份,汽车制造
1557,600501,航天晨光,汽车制造
1558,600523,贵航股份,汽车制造
1559,600609,金杯汽车,汽车制造
1560,600623,华谊集团,汽车制造
1561,600653,申华控股,汽车制造
1562,600660,福耀玻璃,汽车制造
1563,600676,交运股份,汽车制造
1564,600686,金龙汽车,汽车制造
1565,600698,湖南天雁,汽车制造
1566,600699,均胜电子,汽车制造
1567,600715,文投控股,汽车制造
1568,600741,华域汽车,汽车制造
1569,600742,一汽富维,汽车制造
1570,600760,中航黑豹,汽车制造
1571,600960,渤海活塞,汽车制造
1572,600991,广汽长丰,汽车制造
1573,601058,赛轮金宇,汽车制造
1574,601238,广汽集团,汽车制造
1575,601258,庞大集团,汽车制造
1576,601633,长城汽车,汽车制造
1577,601689,拓普集团,汽车制造
1578,601799,星宇股份,汽车制造
1579,601965,中国汽研,汽车制造
1580,603006,联明股份,汽车制造
1581,603009,北特科技,汽车制造
1582,603158,腾龙股份,汽车制造
1583,603166,福达股份,汽车制造
1584,603306,华懋科技,汽车制造
1585,603788,宁波高发,汽车制造
1586,603997,继峰股份,汽车制造
1587,000025,特 力Ａ,汽车制造
1588,000030,富奥股份,汽车制造
1589,000338,潍柴动力,汽车制造
1590,000550,江铃汽车,汽车制造
1591,000559,万向钱潮,汽车制造
1592,000572,海马汽车,汽车制造
1593,000581,威孚高科,汽车制造
1594,000589,黔轮胎Ａ,汽车制造
1595,000599,青岛双星,汽车制造
1596,000622,恒立实业,汽车制造
1597,000625,长安汽车,汽车制造
1598,000700,模塑科技,汽车制造
1599,000710,贝瑞基因,汽车制造
1600,000753,漳州发展,汽车制造
1601,000757,浩物股份,汽车制造
1602,000760,斯太尔,汽车制造
1603,000800,一汽轿车,汽车制造
1604,000868,安凯客车,汽车制造
1605,000927,一汽夏利,汽车制造
1606,000951,中国重汽,汽车制造
1607,000957,中通客车,汽车制造
1608,002013,中航机电,汽车制造
1609,002031,巨轮智能,汽车制造
1610,002048,宁波华翔,汽车制造
1611,002085,万丰奥威,汽车制造
1612,002126,银轮股份,汽车制造
1613,002190,成飞集成,汽车制造
1614,002213,特 尔 佳,汽车制造
1615,002265,西仪股份,汽车制造
1616,002283,天润曲轴,汽车制造
1617,002284,亚太股份,汽车制造
1618,002355,兴民智通,汽车制造
1619,002363,隆基机械,汽车制造
1620,002406,远东传动,汽车制造
1621,002434,万里扬,汽车制造
1622,002454,松芝股份,汽车制造
1623,002488,金固股份,汽车制造
1624,002510,天汽模,汽车制造
1625,002536,西泵股份,汽车制造
1626,002555,三七互娱,汽车制造
1627,002590,万安科技,汽车制造
1628,002593,日上集团,汽车制造
1629,002594,比亚迪,汽车制造
1630,002602,世纪华通,汽车制造
1631,002607,亚夏汽车,汽车制造
1632,002625,光启技术,汽车制造
1633,002662,京威股份,汽车制造
1634,002703,浙江世宝,汽车制造
1635,002708,光洋股份,汽车制造
1636,002715,登云股份,汽车制造
1637,002725,跃岭股份,汽车制造
1638,300100,双林股份,汽车制造
1639,300176,鸿特精密,汽车制造
1640,300258,精锻科技,汽车制造
1641,600065,*ST联谊,其它行业
1642,600092,S*ST精密,其它行业
1643,600172,黄河旋风,其它行业
1644,600516,方大炭素,其它行业
1645,600607,上实医药,其它行业
1646,600625,PT水仙,其它行业
1647,600670,*ST斯达,其它行业
1648,600700,*ST数码,其它行业
1649,600709,ST生态,其它行业
1650,600752,*ST哈慈,其它行业
1651,600783,鲁信创投,其它行业
1652,600788,*ST达曼,其它行业
1653,600813,ST鞍一工,其它行业
1654,600849,上药转换,其它行业
1655,600852,*ST中川,其它行业
1656,600899,*ST信联,其它行业
1657,603022,新通联,其它行业
1658,603023,威帝股份,其它行业
1659,603026,石大胜华,其它行业
1660,603108,润达医疗,其它行业
1661,603116,红蜻蜓,其它行业
1662,603198,迎驾贡酒,其它行业
1663,603227,雪峰科技,其它行业
1664,603300,华铁科技,其它行业
1665,603311,金海环境,其它行业
1666,603566,普莱柯,其它行业
1667,603568,伟明环保,其它行业
1668,603598,引力传媒,其它行业
1669,603669,灵康药业,其它行业
1670,603688,石英股份,其它行业
1671,603718,海利生物,其它行业
1672,603885,吉祥航空,其它行业
1673,603901,永创智能,其它行业
1674,603918,金桥信息,其它行业
1675,603968,醋化股份,其它行业
1676,603989,艾华集团,其它行业
1677,900901,云赛Ｂ股,其它行业
1678,900902,市北B股,其它行业
1679,900903,大众Ｂ股,其它行业
1680,900904,神奇B股,其它行业
1681,900905,老凤祥Ｂ,其它行业
1682,900906,中毅达B,其它行业
1683,900907,鹏起Ｂ股,其它行业
1684,900908,氯碱Ｂ股,其它行业
1685,900909,华谊B股,其它行业
1686,900910,海立Ｂ股,其它行业
1687,900911,金桥Ｂ股,其它行业
1688,900912,外高Ｂ股,其它行业
1689,900913,国新B股,其它行业
1690,900914,锦投Ｂ股,其它行业
1691,900915,中路Ｂ股,其它行业
1692,900916,凤凰B股,其它行业
1693,900917,海欣Ｂ股,其它行业
1694,900918,耀皮Ｂ股,其它行业
1695,900919,绿庭B股,其它行业
1696,900920,上柴Ｂ股,其它行业
1697,900921,*ST丹科B,其它行业
1698,900922,三毛B股,其它行业
1699,900923,百联Ｂ股,其它行业
1700,900924,上工Ｂ股,其它行业
1701,900925,机电Ｂ股,其它行业
1702,900926,宝信Ｂ,其它行业
1703,900927,物贸Ｂ股,其它行业
1704,900928,临港B股,其它行业
1705,900929,锦旅Ｂ股,其它行业
1706,900930,*ST沪普B,其它行业
1707,900932,陆家Ｂ股,其它行业
1708,900933,华新Ｂ股,其它行业
1709,900934,锦江Ｂ股,其它行业
1710,900935,阳晨Ｂ股,其它行业
1711,900936,鄂资Ｂ股,其它行业
1712,900937,华电Ｂ股,其它行业
1713,900938,天海B,其它行业
1714,900939,汇丽B,其它行业
1715,900940,大名城B,其它行业
1716,900941,东信Ｂ股,其它行业
1717,900942,黄山Ｂ股,其它行业
1718,900943,开开Ｂ股,其它行业
1719,900945,海控Ｂ股,其它行业
1720,900946,天雁B股,其它行业
1721,900947,振华Ｂ股,其它行业
1722,900948,伊泰Ｂ股,其它行业
1723,900951,*ST大化B,其它行业
1724,900952,锦港Ｂ股,其它行业
1725,900953,凯马Ｂ,其它行业
1726,900955,海创B股,其它行业
1727,900956,东贝Ｂ股,其它行业
1728,900957,凌云Ｂ股,其它行业
1729,000003,PT金田A,其它行业
1730,000013,*ST石化A,其它行业
1731,000015,PT中浩A,其它行业
1732,000047,ST中侨,其它行业
1733,000405,ST鑫光,其它行业
1734,000511,*ST烯碳,其它行业
1735,000556,PT南洋,其它行业
1736,000583,S*ST托普,其它行业
1737,000658,ST海洋,其它行业
1738,000660,*ST南华,其它行业
1739,000675,ST银山,其它行业
1740,000689,ST宏业,其它行业
1741,600143,金发科技,塑料制品
1742,600146,商赢环球,塑料制品
1743,600444,国机通用,塑料制品
1744,600458,时代新材,塑料制品
1745,600589,广东榕泰,塑料制品
1746,603806,福斯特,塑料制品
1747,000407,胜利股份,塑料制品
1748,000859,国风塑业,塑料制品
1749,000973,佛塑科技,塑料制品
1750,002002,鸿达兴业,塑料制品
1751,002108,沧州明珠,塑料制品
1752,002243,通产丽星,塑料制品
1753,002263,大 东 南,塑料制品
1754,002324,普利特,塑料制品
1755,002343,慈文传媒,塑料制品
1756,002420,毅昌股份,塑料制品
1757,002457,青龙管业,塑料制品
1758,002464,金利科技,塑料制品
1759,002522,浙江众成,塑料制品
1760,002585,双星新材,塑料制品
1761,002641,永高股份,塑料制品
1762,002676,顺威股份,塑料制品
1763,002694,顾地科技,塑料制品
1764,002735,王子新材,塑料制品
1765,300169,天晟新材,塑料制品
1766,300198,纳川股份,塑料制品
1767,300218,安利股份,塑料制品
1768,300221,银禧科技,塑料制品
1769,300230,永利股份,塑料制品
1770,300305,裕兴股份,塑料制品
1771,300321,同大股份,塑料制品
1772,300325,德威新材,塑料制品
1773,300393,中来股份,塑料制品
1774,600217,中再资环,水泥行业
1775,600318,新力金融,水泥行业
1776,600425,*ST青松,水泥行业
1777,600449,宁夏建材,水泥行业
1778,600539,狮头股份,水泥行业
1779,600553,太行水泥,水泥行业
1780,600585,海螺水泥,水泥行业
1781,600668,尖峰集团,水泥行业
1782,600678,四川金顶,水泥行业
1783,600720,祁连山,水泥行业
1784,600801,华新水泥,水泥行业
1785,600802,福建水泥,水泥行业
1786,600881,亚泰集团,水泥行业
1787,600883,博闻科技,水泥行业
1788,601992,金隅股份,水泥行业
1789,000401,冀东水泥,水泥行业
1790,000546,金圆股份,水泥行业
1791,000672,上峰水泥,水泥行业
1792,000789,万年青,水泥行业
1793,000877,天山股份,水泥行业
1794,000885,同力水泥,水泥行业
1795,000935,四川双马,水泥行业
1796,002233,塔牌集团,水泥行业
1797,002302,西部建设,水泥行业
1798,002346,柘中股份,水泥行业
1799,002619,艾格拉斯,水泥行业
1800,600073,上海梅林,食品行业
1801,600186,莲花健康,食品行业
1802,600191,华资实业,食品行业
1803,600260,凯乐科技,食品行业
1804,600298,安琪酵母,食品行业
1805,600300,维维股份,食品行业
1806,600305,恒顺醋业,食品行业
1807,600419,天润乳业,食品行业
1808,600429,三元股份,食品行业
1809,600597,光明乳业,食品行业
1810,600695,绿庭投资,食品行业
1811,600737,中粮糖业,食品行业
1812,600866,星湖科技,食品行业
1813,600872,中炬高新,食品行业
1814,600873,梅花生物,食品行业
1815,600887,伊利股份,食品行业
1816,600962,国投中鲁,食品行业
1817,603020,爱普股份,食品行业
1818,603288,海天味业,食品行业
1819,000019,深深宝Ａ,食品行业
1820,000529,广弘控股,食品行业
1821,000639,西王食品,食品行业
1822,000716,黑芝麻,食品行业
1823,000796,凯撒旅游,食品行业
1824,000848,承德露露,食品行业
1825,000893,东凌国际,食品行业
1826,000895,双汇发展,食品行业
1827,000911,南宁糖业,食品行业
1828,000930,中粮生化,食品行业
1829,000972,*ST中基,食品行业
1830,002216,三全食品,食品行业
1831,002220,天宝食品,食品行业
1832,002286,保龄宝,食品行业
1833,002329,皇氏集团,食品行业
1834,002330,得利斯,食品行业
1835,002387,黑牛食品,食品行业
1836,002481,双塔食品,食品行业
1837,002495,佳隆股份,食品行业
1838,002507,涪陵榨菜,食品行业
1839,002515,金字火腿,食品行业
1840,002557,洽洽食品,食品行业
1841,002568,百润股份,食品行业
1842,002570,贝因美,食品行业
1843,002582,好想你,食品行业
1844,002604,龙力生物,食品行业
1845,002626,金达威,食品行业
1846,002650,加加食品,食品行业
1847,002661,克明面业,食品行业
1848,002695,煌上煌,食品行业
1849,002702,海欣食品,食品行业
1850,002719,麦趣尔,食品行业
1851,002726,龙大肉食,食品行业
1852,002732,燕塘乳业,食品行业
1853,300138,晨光生物,食品行业
1854,300146,汤臣倍健,食品行业
1855,300149,量子高科,食品行业
1856,300175,朗源股份,食品行业
1857,300401,花园生物,食品行业
1858,600903,贵州燃气,次新股
1859,601086,国芳集团,次新股
1860,601108,财通证券,次新股
1861,603055,台华新材,次新股
1862,603083,N剑桥,次新股
1863,603103,横店影视,次新股
1864,603106,恒银金融,次新股
1865,603110,东方材料,次新股
1866,603136,天目湖,次新股
1867,603157,拉夏贝尔,次新股
1868,603260,合盛硅业,次新股
1869,603277,银都股份,次新股
1870,603278,大业股份,次新股
1871,603289,泰瑞机器,次新股
1872,603321,梅轮电梯,次新股
1873,603363,傲农生物,次新股
1874,603367,辰欣药业,次新股
1875,603378,亚士创能,次新股
1876,603386,广东骏亚,次新股
1877,603396,金辰股份,次新股
1878,603466,风语筑,次新股
1879,603499,翔港科技,次新股
1880,603507,振江股份,次新股
1881,603533,掌阅科技,次新股
1882,603607,京华激光,次新股
1883,603648,畅联股份,次新股
1884,603659,璞泰来,次新股
1885,603683,晶华新材,次新股
1886,603722,阿科力,次新股
1887,603813,原尚股份,次新股
1888,603829,洛凯股份,次新股
1889,603856,东宏股份,次新股
1890,603912,佳力图,次新股
1891,603916,N苏博特,次新股
1892,603922,金鸿顺,次新股
1893,603937,丽岛新材,次新股
1894,603963,大理药业,次新股
1895,002893,华通热力,次新股
1896,002898,赛隆药业,次新股
1897,002899,英派斯,次新股
1898,002900,哈三联,次新股
1899,002901,大博医疗,次新股
1900,002902,铭普光磁,次新股
1901,002903,宇环数控,次新股
1902,002905,金逸影视,次新股
1903,002906,华阳集团,次新股
1904,002907,华森制药,次新股
1905,002908,德生科技,次新股
1906,002909,集泰股份,次新股
1907,002910,庄园牧场,次新股
1908,300654,世纪天鸿,次新股
1909,300700,岱勒新材,次新股
1910,300701,森霸股份,次新股
1911,300702,天宇股份,次新股
1912,300703,创源文化,次新股
1913,300705,九典制药,次新股
1914,300706,阿石创,次新股
1915,300707,威唐工业,次新股
1916,300708,聚灿光电,次新股
1917,300709,精研科技,次新股
1918,300710,万隆光电,次新股
1919,300711,广哈通信,次新股
1920,300712,永福股份,次新股
1921,300713,英可瑞,次新股
1922,300715,凯伦股份,次新股
1923,300716,国立科技,次新股
1924,300717,华信新材,次新股
1925,300718,长盛轴承,次新股
1926,300719,安达维尔,次新股
1927,300720,海川智能,次新股
1928,300722,N新余,次新股
1929,300725,N药石,次新股
1930,600062,华润双鹤,生物制药
1931,600079,人福医药,生物制药
1932,600080,金花股份,生物制药
1933,600085,同仁堂,生物制药
1934,600129,太极集团,生物制药
1935,600161,天坛生物,生物制药
1936,600196,复星医药,生物制药
1937,600200,江苏吴中,生物制药
1938,600201,生物股份,生物制药
1939,600211,西藏药业,生物制药
1940,600216,浙江医药,生物制药
1941,600222,太龙药业,生物制药
1942,600252,中恒集团,生物制药
1943,600253,天方药业,生物制药
1944,600267,海正药业,生物制药
1945,600276,恒瑞医药,生物制药
1946,600285,羚锐制药,生物制药
1947,600329,中新药业,生物制药
1948,600332,白云山,生物制药
1949,600351,亚宝药业,生物制药
1950,600380,健康元,生物制药
1951,600420,现代制药,生物制药
1952,600422,昆药集团,生物制药
1953,600436,片仔癀,生物制药
1954,600466,蓝光发展,生物制药
1955,600479,千金药业,生物制药
1956,600488,天药股份,生物制药
1957,600513,联环药业,生物制药
1958,600518,康美药业,生物制药
1959,600521,华海药业,生物制药
1960,600530,交大昂立,生物制药
1961,600535,天士力,生物制药
1962,600557,康缘药业,生物制药
1963,600566,济川药业,生物制药
1964,600572,康恩贝,生物制药
1965,600594,益佰制药,生物制药
1966,600613,神奇制药,生物制药
1967,600645,中源协和,生物制药
1968,600664,哈药股份,生物制药
1969,600666,奥瑞德,生物制药
1970,600671,天目药业,生物制药
1971,600750,江中药业,生物制药
1972,600771,广誉远,生物制药
1973,600781,辅仁药业,生物制药
1974,600789,鲁抗医药,生物制药
1975,600812,华北制药,生物制药
1976,600829,人民同泰,生物制药
1977,600867,通化东宝,生物制药
1978,600976,健民集团,生物制药
1979,600993,马应龙,生物制药
1980,603168,莎普爱思,生物制药
1981,603222,济民制药,生物制药
1982,603456,九洲药业,生物制药
1983,603567,珍宝岛,生物制药
1984,603998,方盛制药,生物制药
1985,000004,国农科技,生物制药
1986,000078,海王生物,生物制药
1987,000153,丰原药业,生物制药
1988,000403,ST生化,生物制药
1989,000423,东阿阿胶,生物制药
1990,000513,丽珠集团,生物制药
1991,000518,四环生物,生物制药
1992,000522,白云山A,生物制药
1993,000538,云南白药,生物制药
1994,000566,海南海药,生物制药
1995,000590,启迪古汉,生物制药
1996,000597,东北制药,生物制药
1997,000606,神州易桥,生物制药
1998,000623,吉林敖东,生物制药
1999,000650,仁和药业,生物制药
2000,000661,长春高新,生物制药
2001,000739,普洛药业,生物制药
2002,000756,新华制药,生物制药
2003,000766,通化金马,生物制药
2004,000788,北大医药,生物制药
2005,000790,泰合健康,生物制药
2006,000908,景峰医药,生物制药
2007,000915,山大华特,生物制药
2008,000919,金陵药业,生物制药
2009,000952,广济药业,生物制药
2010,000963,华东医药,生物制药
2011,000989,九 芝 堂,生物制药
2012,000999,华润三九,生物制药
2013,002001,新 和 成,生物制药
2014,002007,华兰生物,生物制药
2015,002019,亿帆医药,生物制药
2016,002020,京新药业,生物制药
2017,002022,科华生物,生物制药
2018,002030,达安基因,生物制药
2019,002038,双鹭药业,生物制药
2020,002099,海翔药业,生物制药
2021,002107,沃华医药,生物制药
2022,002118,紫鑫药业,生物制药
2023,002166,莱茵生物,生物制药
2024,002198,嘉应制药,生物制药
2025,002219,恒康医疗,生物制药
2026,002252,上海莱士,生物制药
2027,002262,恩华药业,生物制药
2028,002275,桂林三金,生物制药
2029,002287,奇正藏药,生物制药
2030,600056,中国医药,商业百货
2031,600122,宏图高科,商业百货
2032,600136,当代明诚,商业百货
2033,600280,中央商场,商业百货
2034,600306,商业城,商业百货
2035,600327,大东方,商业百货
2036,600361,华联综超,商业百货
2037,600415,小商品城,商业百货
2038,600511,国药股份,商业百货
2039,600515,海航基础,商业百货
2040,600628,新世界,商业百货
2041,600631,百联股份,商业百货
2042,600655,豫园股份,商业百货
2043,600682,南京新百,商业百货
2044,600693,东百集团,商业百货
2045,600694,大商股份,商业百货
2046,600697,欧亚集团,商业百货
2047,600712,南宁百货,商业百货
2048,600713,南京医药,商业百货
2049,600723,首商股份,商业百货
2050,600729,重庆百货,商业百货
2051,600738,兰州民百,商业百货
2052,600753,东方银星,商业百货
2053,600774,汉商集团,商业百货
2054,600778,友好集团,商业百货
2055,600785,新华百货,商业百货
2056,600790,轻纺城,商业百货
2057,600814,杭州解百,商业百货
2058,600821,津劝业,商业百货
2059,600824,益民集团,商业百货
2060,600827,百联股份,商业百货
2061,600828,茂业商业,商业百货
2062,600833,第一医药,商业百货
2063,600838,上海九百,商业百货
2064,600856,中天能源,商业百货
2065,600857,宁波中百,商业百货
2066,600858,银座股份,商业百货
2067,600859,王府井,商业百货
2068,600861,北京城乡,商业百货
2069,600865,百大集团,商业百货
2070,600891,秋林集团,商业百货
2071,600898,国美通讯,商业百货
2072,600998,九州通,商业百货
2073,601010,文峰股份,商业百货
2074,601116,三江购物,商业百货
2075,601607,上海医药,商业百货
2076,601933,永辉超市,商业百货
2077,603123,翠微股份,商业百货
2078,603368,柳州医药,商业百货
2079,603883,老百姓,商业百货
2080,603939,益丰药房,商业百货
2081,000026,飞亚达Ａ,商业百货
2082,000028,国药一致,商业百货
2083,000062,深圳华强,商业百货
2084,000408,藏格控股,商业百货
2085,000411,英特集团,商业百货
2086,000416,民生控股,商业百货
2087,000417,合肥百货,商业百货
2088,000419,通程控股,商业百货
2089,000501,鄂武商Ａ,商业百货
2090,000516,国际医学,商业百货
2091,000560,昆百大Ａ,商业百货
2092,000564,供销大集,商业百货
2093,000587,金洲慈航,商业百货
2094,000591,太阳能,商业百货
2095,000638,万方发展,商业百货
2096,000679,大连友谊,商业百货
2097,000705,浙江震元,商业百货
2098,000715,中兴商业,商业百货
2099,000759,中百集团,商业百货
2100,000785,武汉中商,商业百货
2101,000829,天音控股,商业百货
2102,000882,华联股份,商业百货
2103,000889,茂业通信,商业百货
2104,000906,浙商中拓,商业百货
2105,000987,越秀金控,商业百货
2106,002024,苏宁云商,商业百货
2107,002187,广百股份,商业百货
2108,002251,步 步 高,商业百货
2109,002264,新 华 都,商业百货
2110,002277,友阿股份,商业百货
2111,002336,人人乐,商业百货
2112,002344,海宁皮城,商业百货
2113,002416,爱施德,商业百货
2114,002419,天虹股份,商业百货
2115,002441,众业达,商业百货
2116,002462,嘉事堂,商业百货
2117,002556,辉隆股份,商业百货
2118,002561,徐家汇,商业百货
2119,002589,瑞康医药,商业百货
2120,002697,红旗连锁,商业百货
2121,300022,吉峰农机,商业百货
2122,300413,快乐购,商业百货
2123,600002,齐鲁石化,石油行业
2124,600028,中国石化,石油行业
2125,600387,海越股份,石油行业
2126,600583,海油工程,石油行业
2127,600688,上海石化,石油行业
2128,600759,洲际油气,石油行业
2129,600871,石化油服,石油行业
2130,601808,中海油服,石油行业
2131,601857,中国石油,石油行业
2132,603003,龙宇燃油,石油行业
2133,000059,华锦股份,石油行业
2134,000096,广聚能源,石油行业
2135,000159,国际实业,石油行业
2136,000554,泰山石油,石油行业
2137,000637,茂化实华,石油行业
2138,000819,岳阳兴长,石油行业
2139,002207,*ST准油,石油行业
2140,002221,东华能源,石油行业
2141,002554,惠博普,石油行业
2142,002629,仁智股份,石油行业
2143,300084,海默科技,石油行业
2144,300157,恒泰艾普,石油行业
2145,300164,通源石油,石油行业
2146,300191,潜能恒信,石油行业
2147,600145,*ST新亿,陶瓷行业
2148,600286,S*ST国瓷,陶瓷行业
2149,603268,松发股份,陶瓷行业
2150,002102,冠福股份,陶瓷行业
2151,002162,悦心健康,陶瓷行业
2152,300089,文化长城,陶瓷行业
2153,300234,开尔新材,陶瓷行业
2154,300409,道氏技术,陶瓷行业
2155,600058,五矿发展,物资外贸
2156,600120,浙江东方,物资外贸
2157,600128,弘业股份,物资外贸
2158,600153,建发股份,物资外贸
2159,600241,时代万恒,物资外贸
2160,600247,ST成城,物资外贸
2161,600250,南纺股份,物资外贸
2162,600278,东方创业,物资外贸
2163,600287,江苏舜天,物资外贸
2164,600382,广东明珠,物资外贸
2165,600500,中化国际,物资外贸
2166,600605,汇通能源,物资外贸
2167,600704,物产中大,物资外贸
2168,600739,辽宁成大,物资外贸
2169,600755,厦门国贸,物资外贸
2170,600822,上海物贸,物资外贸
2171,600826,兰生股份,物资外贸
2172,600981,汇鸿集团,物资外贸
2173,000151,中成股份,物资外贸
2174,000626,远大控股,物资外贸
2175,002091,江苏国泰,物资外贸
2176,600055,万东医疗,医疗器械
2177,600297,广汇汽车,医疗器械
2178,600587,新华医疗,医疗器械
2179,600763,通策医疗,医疗器械
2180,603309,维力医疗,医疗器械
2181,000150,宜华健康,医疗器械
2182,002223,鱼跃医疗,医疗器械
2183,002382,蓝帆医疗,医疗器械
2184,002432,九安医疗,医疗器械
2185,002551,尚荣医疗,医疗器械
2186,002614,奥佳华,医疗器械
2187,300003,乐普医疗,医疗器械
2188,300015,爱尔眼科,医疗器械
2189,300030,阳普医疗,医疗器械
2190,300061,康旗股份,医疗器械
2191,300171,东富龙,医疗器械
